,ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 4%,Total,Date,Time,Payment,cogs,gross margin %,gross income,Rating
2375,2376,Branch 2,Pune,Subscriber,Men,Men Footwear,32.44,4,5.19,141.44,03-09-21,12:52,Prepaid,129.76,5,6.49,6.9
2376,2377,Branch 3,Howrah,Non-Subscriber,Men,Men Footwear,58.76,8,18.8,512.38,04-09-21,19:50,COD,470.07,5,23.5,9.5
2377,2378,Branch 1,Lucknow,Subscriber,Men,Men Footwear,37.11,6,8.91,242.71,05-09-21,18:17,COD,222.67,5,11.13,8.6
2378,2379,Branch 4,Delhi,Subscriber,Men,Watches,36.86,3,4.42,120.53,06-09-21,17:20,Prepaid,110.58,5,5.53,9.3
2379,2380,Branch 3,Delhi,Subscriber,Men,Men Footwear,33.66,3,4.04,110.07,07-09-21,13:32,Prepaid,100.98,5,5.05,3.9
2380,2381,Branch 1,Noida,Non-Subscriber,Men,Men Footwear,40.88,3,4.91,133.67,08-09-21,10:37,Prepaid,122.63,5,6.13,7.4
2381,2382,Branch 2,Delhi,Subscriber,Men,Men Apparel,30.55,1,1.22,33.3,09-09-21,14:35,Prepaid,30.55,5,1.53,4.1
2382,2383,Branch 3,Bangalore,Non-Subscriber,Men,Sports Equipment,33.66,4,5.39,146.76,10-09-21,12:09,COD,134.64,5,6.73,9.8
2383,2384,Branch 4,Calicut,Subscriber,Men,Watches,34.33,3,4.12,112.27,11-09-21,15:32,COD,103.0,5,5.15,4.1
2384,2385,Branch 2,Chidambaram,Subscriber,Unisex,Watches,25.94,4,4.15,113.1,12-09-21,13:58,COD,103.76,5,5.19,9.8
2385,2386,Branch 4,Chennai,Subscriber,Men,Watches,26.67,1,1.07,29.07,13-09-21,13:19,COD,26.67,5,1.33,5.7
2386,2387,Branch 1,Surat,Non-Subscriber,Women,Women Apparel,32.99,5,6.6,179.82,14-09-21,13:37,Prepaid,164.97,5,8.25,5.9
2387,2388,Branch 4,Kolkata,Subscriber,Men,Watches,32.75,9,11.79,321.29,15-09-21,16:49,COD,294.76,5,14.74,10.0
2388,2389,Branch 3,Lucknow,Non-Subscriber,Men,Men Footwear,33.09,8,10.59,288.55,16-09-21,14:55,COD,264.72,5,13.24,9.4
2389,2390,Branch 1,Delhi,Subscriber,Men,Men Footwear,32.1,6,7.7,209.96,17-09-21,14:04,COD,192.62,5,9.63,6.5
2390,2391,Branch 2,Delhi,Subscriber,Women,Bags,32.11,2,2.57,70.01,18-09-21,12:31,COD,64.23,5,3.21,8.0
2391,2392,Branch 3,Chandigarh,Subscriber,Women,Women Apparel,41.88,9,15.08,410.85,19-09-21,14:51,Prepaid,376.93,5,18.85,9.6
2392,2393,Branch 1,Agra,Non-Subscriber,Men,Men Footwear,30.13,1,1.21,32.84,20-09-21,18:27,COD,30.13,5,1.51,7.1
2393,2394,Branch 2,Calicut,Subscriber,Men,Men Footwear,32.11,9,11.56,315.03,21-09-21,12:45,COD,289.02,5,14.45,6.1
2394,2395,Branch 3,Calicut,Subscriber,Women,Bags,31.7,1,1.27,34.55,22-09-21,10:36,COD,31.7,5,1.59,7.2
2395,2396,Branch 1,Hyderabad,Subscriber,Women,Women Apparel,32.96,4,5.27,143.72,23-09-21,20:36,Prepaid,131.85,5,6.59,4.2
2396,2397,Branch 2,Bangalore,Non-Subscriber,Men,Men Footwear,33.21,4,5.31,144.8,24-09-21,14:16,COD,132.84,5,6.64,4.5
2397,2398,Branch 3,Surat,Subscriber,Men,Men Footwear,34.33,8,10.99,299.39,25-09-21,10:26,Prepaid,274.67,5,13.73,5.7
2398,2399,Branch 1,Howrah,Subscriber,Women,Women Footwear,28.03,5,5.61,152.78,26-09-21,13:30,COD,140.17,5,7.01,8.2
2399,2400,Branch 2,Yamunanagar,Subscriber,Men,Men Footwear,32.1,8,10.27,279.94,27-09-21,16:28,COD,256.83,5,12.84,7.9
2400,2401,Branch 3,Faridabad,Non-Subscriber,Men,Men Footwear,48.33,5,9.67,263.41,28-09-21,20:18,COD,241.66,5,12.08,9.3
2401,2402,Branch 1,Delhi,Subscriber,Men,Men Apparel,30.17,3,3.62,98.65,29-09-21,20:04,COD,90.51,5,4.53,6.1
2402,2403,Branch 2,Jalandhar,Non-Subscriber,Men,Men Footwear,22.95,1,0.92,25.01,30-09-21,13:38,Prepaid,22.95,5,1.15,9.7
2403,2404,Branch 3,Lucknow,Subscriber,Men,Sports Equipment,33.66,4,5.39,146.76,01-10-21,10:43,COD,134.64,5,6.73,9.5
2404,2405,Branch 4,Trichur,Subscriber,Men,Watches,39.46,6,9.47,258.06,02-10-21,17:30,Prepaid,236.75,5,11.84,4.8
2405,2406,Branch 2,Hyderabad,Subscriber,Unisex,Sunglasses,33.09,3,3.97,108.2,03-10-21,15:28,COD,99.27,5,4.96,7.9
2406,2407,Branch 3,Bangalore,Subscriber,Unisex,Sunglasses,38.29,4,6.13,166.95,04-10-21,19:07,COD,153.16,5,7.66,7.7
2407,2408,Branch 4,Chennai,Subscriber,Men,Watches,33.83,3,4.06,110.63,05-10-21,19:01,Prepaid,101.5,5,5.07,4.0
2408,2409,Branch 2,Surat,Subscriber,Unisex,Sunglasses,33.09,3,3.97,108.2,06-10-21,19:48,Prepaid,99.27,5,4.96,5.4
2409,2410,Branch 3,Kolkata,Subscriber,Women,Jewellery,63.86,4,10.22,278.45,07-10-21,19:24,Prepaid,255.46,5,12.77,5.3
2410,2411,Branch 1,Delhi,Subscriber,Women,Watches,21.87,9,7.87,214.51,08-10-21,13:00,COD,196.8,5,9.84,5.0
2411,2412,Branch 2,Kanpur,Subscriber,Men,Men Footwear,33.57,1,1.34,36.59,09-10-21,14:29,COD,33.57,5,1.68,6.8
2412,2413,Branch 3,Delhi,Non-Subscriber,Women,Women Apparel,39.46,4,6.31,172.04,10-10-21,13:21,COD,157.83,5,7.89,7.7
2413,2414,Branch 1,Delhi,Subscriber,Unisex,Sports Equipment,27.5,2,2.2,59.95,11-10-21,18:55,COD,55.0,5,2.75,6.5
2414,2415,Branch 2,Delhi,Non-Subscriber,Men,Men Footwear,32.11,7,8.99,245.02,12-10-21,19:36,COD,224.79,5,11.24,9.1
2415,2416,Branch 3,Trichur,Subscriber,Men,Men Footwear,25.94,1,1.04,28.28,13-10-21,16:28,COD,25.94,5,1.3,7.7
2416,2417,Branch 4,Hyderabad,Subscriber,Men,Watches,30.06,3,3.61,98.3,14-10-21,13:48,COD,90.18,5,4.51,8.6
2417,2418,Branch 2,Hyderabad,Subscriber,Men,Men Footwear,29.19,1,1.17,31.82,15-10-21,10:57,COD,29.19,5,1.46,9.1
2418,2419,Branch 3,Bangalore,Subscriber,Women,Bags,38.97,1,1.56,42.48,16-10-21,17:13,COD,38.97,5,1.95,8.2
2419,2420,Branch 1,Pune,Subscriber,Unisex,Sunglasses,30.06,6,7.21,196.59,17-10-21,10:23,Prepaid,180.36,5,9.02,8.1
2420,2421,Branch 2,Howrah,Non-Subscriber,Men,Men Footwear,24.92,2,1.99,54.33,18-10-21,13:57,COD,49.85,5,2.49,7.4
2421,2422,Branch 4,Delhi,Subscriber,Men,Watches,27.21,2,2.18,59.31,19-10-21,13:29,Prepaid,54.41,5,2.72,9.7
2422,2423,Branch 1,Jalandhar,Non-Subscriber,Men,Men Footwear,37.11,9,13.36,364.06,20-10-21,13:00,COD,334.0,5,16.7,8.6
2423,2424,Branch 4,Gurgaon,Subscriber,Men,Watches,25.94,7,7.26,197.93,21-10-21,19:42,COD,181.59,5,9.08,6.6
2424,2425,Branch 3,Chandigarh,Non-Subscriber,Men,Men Footwear,24.52,1,0.98,26.73,22-10-21,15:36,Prepaid,24.52,5,1.23,4.9
2425,2426,Branch 4,Ghaziabad,Subscriber,Men,Watches,39.46,8,12.63,344.08,23-10-21,13:40,Prepaid,315.67,5,15.78,6.9
2426,2427,Branch 2,Chennai,Non-Subscriber,Men,Men Footwear,22.96,6,5.51,150.13,24-10-21,18:01,Prepaid,137.73,5,6.89,8.8
2427,2428,Branch 3,Coimbatore,Subscriber,Men,Men Footwear,33.21,2,2.66,72.4,25-10-21,13:53,COD,66.42,5,3.32,7.9
2428,2429,Branch 1,Chennai,Subscriber,Women,Sunglasses,30.48,4,4.88,132.87,26-10-21,17:27,COD,121.9,5,6.1,6.8
2429,2430,Branch 2,Coimbatore,Subscriber,Men,Men Apparel,36.28,9,13.06,355.95,27-10-21,10:53,Prepaid,326.56,5,16.33,7.2
2430,2431,Branch 3,Mumbai,Non-Subscriber,Men,Men Footwear,33.21,1,1.33,36.2,28-10-21,19:48,COD,33.21,5,1.66,6.8
2431,2432,Branch 1,Bhubaneswar,Subscriber,Unisex,Sunglasses,21.62,1,0.86,23.57,29-10-21,16:53,COD,21.62,5,1.08,5.6
2432,2433,Branch 2,Delhi,Non-Subscriber,Men,Men Footwear,31.7,5,6.34,172.77,30-10-21,19:14,COD,158.51,5,7.93,6.3
2433,2434,Branch 3,Delhi,Subscriber,Men,Sports Equipment,29.19,6,7.01,190.92,31-10-21,14:36,COD,175.16,5,8.76,9.5
2434,2435,Branch 1,Gurgaon,Subscriber,Women,Bags,22.96,1,0.92,25.02,01-11-21,18:19,COD,22.96,5,1.15,6.7
2435,2436,Branch 2,Chandigarh,Subscriber,Unisex,Sunglasses,35.34,8,11.31,308.19,02-11-21,19:09,Prepaid,282.74,5,14.14,8.9
2436,2437,Branch 3,Delhi,Non-Subscriber,Men,Men Footwear,25.94,3,3.11,84.83,03-11-21,16:51,COD,77.82,5,3.89,9.5
2437,2438,Branch 1,Chennai,Subscriber,Unisex,Bags,36.8,5,7.36,200.54,04-11-21,15:37,COD,183.98,5,9.2,7.6
2438,2439,Branch 2,Vishakapatnam,Non-Subscriber,Men,Men Footwear,24.72,3,2.97,80.84,05-11-21,20:15,COD,74.17,5,3.71,6.9
2439,2440,Branch 3,Bangalore,Subscriber,Men,Men Footwear,31.7,7,8.88,241.87,06-11-21,14:38,Prepaid,221.9,5,11.1,6.4
2440,2441,Branch 1,Rajahmundry,Non-Subscriber,Men,Men Footwear,37.11,4,5.94,161.8,07-11-21,19:25,COD,148.44,5,7.42,8.0
2441,2442,Branch 2,Pune,Subscriber,Women,Women Apparel,51.68,7,14.47,394.31,08-11-21,19:35,COD,361.75,5,18.09,4.2
2442,2443,Branch 3,Kolkata,Non-Subscriber,Men,Men Footwear,30.55,8,9.78,266.38,09-11-21,15:42,COD,244.39,5,12.22,6.4
2443,2444,Branch 1,Delhi,Subscriber,Men,Men Footwear,38.22,1,1.53,41.66,10-11-21,14:11,Prepaid,38.22,5,1.91,9.4
2444,2445,Branch 2,Ranchi,Non-Subscriber,Men,Men Footwear,32.1,6,7.7,209.96,11-11-21,10:43,COD,192.62,5,9.63,9.6
2445,2446,Branch 3,Gurgaon,Subscriber,Unisex,Sunglasses,38.45,1,1.54,41.91,12-11-21,17:58,COD,38.45,5,1.92,9.4
2446,2447,Branch 4,Delhi,Subscriber,Men,Watches,58.76,9,21.15,576.42,13-11-21,11:26,COD,528.83,5,26.44,8.8
2447,2448,Branch 2,Delhi,Subscriber,Women,Women Footwear,32.96,2,2.64,71.86,14-11-21,17:38,COD,65.93,5,3.3,6.4
2448,2449,Branch 3,Chennai,Non-Subscriber,Men,Men Footwear,33.83,1,1.35,36.88,15-11-21,20:07,COD,33.83,5,1.69,5.2
2449,2450,Branch 4,Chennai,Subscriber,Men,Watches,51.68,1,2.07,56.33,16-11-21,11:02,COD,51.68,5,2.58,9.5
2450,2451,Branch 2,Chennai,Non-Subscriber,Men,Men Footwear,33.21,5,6.64,181.0,17-11-21,19:07,COD,166.06,5,8.3,6.6
2451,2452,Branch 3,Chennai,Subscriber,Women,Watches,21.87,5,4.37,119.17,18-11-21,18:50,COD,109.33,5,5.47,7.5
2452,2453,Branch 1,Thane,Non-Subscriber,Men,Men Footwear,32.1,4,5.14,139.97,19-11-21,12:43,COD,128.41,5,6.42,4.7
2453,2454,Branch 2,Kolkata,Subscriber,Women,Women Footwear,30.13,1,1.21,32.84,20-11-21,15:09,COD,30.13,5,1.51,5.4
2454,2455,Branch 3,Delhi,Subscriber,Unisex,Bags,18.99,3,2.28,62.1,21-11-21,13:47,COD,56.97,5,2.85,4.6
2455,2456,Branch 1,Delhi,Subscriber,Women,Watches,21.87,4,3.5,95.34,22-11-21,16:59,COD,87.47,5,4.37,6.8
2456,2457,Branch 2,Ghaziabad,Non-Subscriber,Men,Men Footwear,38.29,8,12.25,333.89,23-11-21,14:15,COD,306.32,5,15.32,4.4
2457,2458,Branch 4,Kanpur,Subscriber,Men,Watches,32.75,9,11.79,321.29,24-11-21,20:24,Prepaid,294.76,5,14.74,6.1
2458,2459,Branch 1,Delhi,Subscriber,Unisex,Bags,36.8,9,13.25,360.96,25-11-21,13:58,COD,331.16,5,16.56,7.5
2459,2460,Branch 2,Chennai,Subscriber,Men,Men Footwear,30.95,1,1.24,33.73,26-11-21,16:52,COD,30.95,5,1.55,7.8
2460,2461,Branch 3,Chennai,Subscriber,Women,Women Footwear,32.1,4,5.14,139.97,27-11-21,15:19,COD,128.41,5,6.42,4.4
2461,2462,Branch 1,Chennai,Subscriber,Women,Women Apparel,51.68,9,18.6,506.96,28-11-21,12:25,COD,465.1,5,23.26,8.6
2462,2463,Branch 2,Bangalore,Non-Subscriber,Men,Men Footwear,31.7,3,3.8,103.66,29-11-21,10:02,COD,95.1,5,4.76,6.0
2463,2464,Branch 3,Pune,Subscriber,Men,Men Footwear,48.33,1,1.93,52.68,30-11-21,18:58,COD,48.33,5,2.42,6.3
2464,2465,Branch 1,Kolkata,Non-Subscriber,Men,Men Footwear,23.36,4,3.74,101.87,01-12-21,15:31,Prepaid,93.46,5,4.67,9.0
2465,2466,Branch 2,Delhi,Subscriber,Unisex,Watches,29.84,9,10.74,292.72,02-12-21,11:22,COD,268.55,5,13.43,7.0
2466,2467,Branch 4,Delhi,Subscriber,Men,Watches,27.21,6,6.53,177.93,03-12-21,13:12,Prepaid,163.24,5,8.16,7.6
2467,2468,Branch 1,Ghaziabad,Subscriber,Women,Women Footwear,33.83,5,6.77,184.39,04-12-21,18:33,COD,169.17,5,8.46,4.4
2468,2469,Branch 4,Agra,Subscriber,Men,Watches,55.13,1,2.21,60.09,05-12-21,10:02,Prepaid,55.13,5,2.76,7.1
2469,2470,Branch 3,Agra,Subscriber,Unisex,Watches,38.29,1,1.53,41.74,06-12-21,11:21,COD,38.29,5,1.91,8.3
2470,2471,Branch 1,Chennai,Subscriber,Women,Watches,29.34,5,5.87,159.92,07-12-21,12:10,COD,146.72,5,7.34,5.3
2471,2472,Branch 4,Chennai,Subscriber,Men,Watches,48.33,3,5.8,158.04,08-12-21,11:40,COD,144.99,5,7.25,9.6
2472,2473,Branch 3,Hyderabad,Non-Subscriber,Men,Men Footwear,32.1,9,11.56,314.93,09-12-21,18:31,COD,288.93,5,14.45,5.4
2473,2474,Branch 1,Chennai,Subscriber,Unisex,Watches,29.84,7,8.35,227.67,10-12-21,17:58,COD,208.87,5,10.44,4.5
2474,2475,Branch 2,Navi Mumbai,Subscriber,Women,Bags,38.97,4,6.24,169.91,11-12-21,17:04,COD,155.88,5,7.79,6.5
2475,2476,Branch 3,Kolkata,Subscriber,Men,Men Footwear,33.66,2,2.69,73.38,12-12-21,20:35,Prepaid,67.32,5,3.37,6.2
2476,2477,Branch 1,Kanpur,Non-Subscriber,Men,Men Footwear,41.18,4,6.59,179.53,13-12-21,16:10,COD,164.71,5,8.24,4.1
2477,2478,Branch 2,Delhi,Subscriber,Men,Men Footwear,31.7,3,3.8,103.66,14-12-21,16:54,COD,95.1,5,4.76,4.3
2478,2479,Branch 4,Noida,Subscriber,Men,Watches,29.34,9,10.56,287.86,15-12-21,10:11,COD,264.09,5,13.2,6.6
2479,2480,Branch 1,Delhi,Subscriber,Men,Men Footwear,32.31,1,1.29,35.22,16-12-21,11:26,COD,32.31,5,1.62,6.6
2480,2481,Branch 2,Agra,Non-Subscriber,Men,Men Footwear,32.11,7,8.99,245.02,17-12-21,20:29,COD,224.79,5,11.24,8.3
2481,2482,Branch 3,Chennai,Subscriber,Men,Men Footwear,29.19,9,10.51,286.38,18-12-21,12:12,Prepaid,262.74,5,13.14,6.1
2482,2483,Branch 1,Coimbatore,Non-Subscriber,Women,Jewellery,38.97,4,6.24,169.91,19-12-21,13:05,Prepaid,155.88,5,7.79,4.9
2483,2484,Branch 2,Hyderabad,Subscriber,Women,Bags,38.97,9,14.03,382.3,20-12-21,16:19,COD,350.73,5,17.54,5.9
2484,2485,Branch 3,Bangalore,Non-Subscriber,Men,Men Footwear,25.9,9,9.32,254.04,21-12-21,19:48,Prepaid,233.07,5,11.65,6.9
2485,2486,Branch 1,Surat,Subscriber,Men,Men Footwear,33.57,3,4.03,109.76,22-12-21,15:25,COD,100.7,5,5.04,6.5
2486,2487,Branch 2,Kolkata,Non-Subscriber,Women,Women Apparel,30.17,9,10.86,295.96,23-12-21,14:42,Prepaid,271.53,5,13.58,7.2
2487,2488,Branch 3,Delhi,Subscriber,Men,Men Footwear,29.19,3,3.5,95.46,24-12-21,18:59,COD,87.58,5,4.38,8.2
2488,2489,Branch 1,Delhi,Non-Subscriber,Men,Men Footwear,38.22,1,1.53,41.66,25-12-21,20:47,Prepaid,38.22,5,1.91,4.2
2489,2490,Branch 4,Delhi,Subscriber,Men,Watches,29.19,8,9.34,254.56,26-12-21,13:21,COD,233.54,5,11.68,9.7
2490,2491,Branch 3,Ghaziabad,Non-Subscriber,Men,Men Footwear,24.92,1,1.0,27.17,27-12-21,19:48,COD,24.92,5,1.25,8.1
2491,2492,Branch 1,Ludhiana,Subscriber,Men,Men Footwear,33.83,9,12.18,331.9,28-12-21,18:20,COD,304.5,5,15.22,7.1
2492,2493,Branch 4,Bangalore,Subscriber,Men,Watches,24.3,7,6.8,185.37,29-12-21,20:24,COD,170.07,5,8.5,8.6
2493,2494,Branch 3,Tirupathi,Subscriber,Women,Bags,33.57,9,12.08,329.29,30-12-21,13:44,Prepaid,302.1,5,15.11,8.3
2494,2495,Branch 1,Bangalore,Subscriber,Unisex,Bags,18.99,1,0.76,20.7,31-12-21,11:48,COD,18.99,5,0.95,7.0
2495,2496,Branch 2,Hyderabad,Subscriber,Women,Women Apparel,34.7,7,9.72,264.74,01-01-22,14:14,COD,242.88,5,12.14,5.4
2496,2497,Branch 3,Jaipur,Non-Subscriber,Men,Men Footwear,37.11,1,1.48,40.45,02-01-22,15:51,COD,37.11,5,1.86,8.4
2497,2498,Branch 1,Bhubaneswar,Subscriber,Unisex,Furniture,39.46,5,7.89,215.05,03-01-22,11:17,Prepaid,197.29,5,9.86,6.1
2498,2499,Branch 2,Ghaziabad,Non-Subscriber,Men,Men Footwear,30.68,1,1.23,33.45,04-01-22,17:36,COD,30.68,5,1.53,8.8
2499,2500,Branch 3,Raipur,Subscriber,Women,Watches,29.78,7,8.34,227.25,05-01-22,15:47,COD,208.49,5,10.42,9.5
2500,2501,Branch 1,Delhi,Subscriber,Women,Women Footwear,24.68,1,0.99,26.9,06-01-22,15:53,COD,24.68,5,1.23,5.3
2501,2502,Branch 2,Delhi,Subscriber,Women,Bags,26.1,1,1.04,28.45,07-01-22,12:40,COD,26.1,5,1.31,9.0
2502,2503,Branch 3,Delhi,Subscriber,Women,Watches,29.34,1,1.17,31.98,08-01-22,19:48,COD,29.34,5,1.47,8.9
2503,2504,Branch 1,Trichy,Subscriber,Unisex,Bags,30.48,1,1.22,33.22,09-01-22,17:53,Prepaid,30.48,5,1.52,6.2
2504,2505,Branch 2,Vijayawada,Subscriber,Women,Watches,37.11,1,1.48,40.45,10-01-22,16:36,COD,37.11,5,1.86,9.4
2505,2506,Branch 3,Bangalore,Subscriber,Unisex,Watches,29.84,7,8.35,227.67,11-01-22,20:54,COD,208.87,5,10.44,9.7
2506,2507,Branch 4,Hyderabad,Subscriber,Men,Watches,29.39,2,2.35,64.07,12-01-22,12:50,COD,58.78,5,2.94,6.6
2507,2508,Branch 2,Pune,Subscriber,Men,Men Footwear,33.09,5,6.62,180.34,13-01-22,10:48,COD,165.45,5,8.27,7.6
2508,2509,Branch 3,Kolkata,Non-Subscriber,Women,Women Apparel,32.96,4,5.27,143.72,14-01-22,14:28,Prepaid,131.85,5,6.59,6.9
2509,2510,Branch 1,Delhi,Subscriber,Men,Men Footwear,25.9,5,5.18,141.13,15-01-22,17:15,Prepaid,129.48,5,6.47,5.0
2510,2511,Branch 2,Kanpur,Subscriber,Unisex,Bags,18.99,6,4.56,124.19,16-01-22,18:03,COD,113.94,5,5.7,6.1
2511,2512,Branch 4,Delhi,Subscriber,Men,Watches,24.3,4,3.89,105.93,17-01-22,17:29,COD,97.18,5,4.86,6.0
2512,2513,Branch 1,Delhi,Non-Subscriber,Men,Men Footwear,21.62,6,5.19,141.42,18-01-22,18:05,COD,129.74,5,6.49,9.2
2513,2514,Branch 2,Panipat,Subscriber,Men,Men Footwear,29.19,6,7.01,190.92,19-01-22,12:07,Prepaid,175.16,5,8.76,7.5
2514,2515,Branch 3,Bangalore,Non-Subscriber,Women,Women Apparel,32.99,6,7.92,215.79,20-01-22,19:49,COD,197.97,5,9.9,8.1
2515,2516,Branch 1,Chennai,Subscriber,Men,Men Footwear,29.19,1,1.17,31.82,21-01-22,15:52,COD,29.19,5,1.46,8.4
2516,2517,Branch 4,Mysore,Subscriber,Men,Watches,27.5,4,4.4,119.9,22-01-22,16:48,COD,110.0,5,5.5,9.7
2517,2518,Branch 3,Coimbatore,Subscriber,Unisex,Bags,21.87,4,3.5,95.34,23-01-22,20:46,Prepaid,87.47,5,4.37,8.6
2518,2519,Branch 4,Pune,Subscriber,Men,Watches,27.21,1,1.09,29.65,24-01-22,18:14,Prepaid,27.21,5,1.36,9.6
2519,2520,Branch 4,Kolkata,Subscriber,Men,Watches,38.45,4,6.15,167.63,25-01-22,15:05,Prepaid,153.79,5,7.69,4.2
2520,2521,Branch 3,Delhi,Non-Subscriber,Women,Women Apparel,34.7,2,2.78,75.64,26-01-22,10:34,COD,69.39,5,3.47,7.6
2521,2522,Branch 1,Delhi,Subscriber,Unisex,Watches,29.84,5,5.97,162.62,27-01-22,11:23,COD,149.19,5,7.46,7.2
2522,2523,Branch 2,Delhi,Non-Subscriber,Women,Jewellery,30.48,5,6.1,166.09,28-01-22,13:55,Prepaid,152.38,5,7.62,5.8
2523,2524,Branch 3,Delhi,Subscriber,Men,Men Apparel,30.55,1,1.22,33.3,29-01-22,11:43,Prepaid,30.55,5,1.53,4.9
2524,2525,Branch 4,Delhi,Subscriber,Men,Watches,24.3,5,4.86,132.41,30-01-22,14:36,COD,121.48,5,6.07,7.9
2525,2526,Branch 4,Hyderabad,Subscriber,Men,Sunglasses,38.94,4,6.23,169.78,31-01-22,16:03,COD,155.76,5,7.79,7.0
2526,2527,Branch 3,Chennai,Subscriber,Women,Women Footwear,32.1,3,3.85,104.98,01-02-22,20:03,COD,96.31,5,4.82,8.9
2527,2528,Branch 1,Chennai,Subscriber,Men,Men Footwear,24.52,1,0.98,26.73,02-02-22,14:55,COD,24.52,5,1.23,6.6
2528,2529,Branch 4,Hyderabad,Subscriber,Men,Sunglasses,40.88,9,14.72,401.0,03-02-22,11:28,COD,367.89,5,18.39,6.0
2529,2530,Branch 3,Ahmedabad,Subscriber,Men,Men Footwear,31.7,8,10.14,276.43,04-02-22,19:41,COD,253.61,5,12.68,9.2
2530,2531,Branch 1,Kolkata,Subscriber,Women,Watches,33.83,5,6.77,184.39,05-02-22,19:01,Prepaid,169.17,5,8.46,6.9
2531,2532,Branch 2,Noida,Subscriber,Unisex,Bags,21.87,7,6.12,166.84,06-02-22,18:04,Prepaid,153.07,5,7.65,7.1
2532,2533,Branch 3,Delhi,Non-Subscriber,Men,Men Footwear,29.19,9,10.51,286.39,07-02-22,19:20,COD,262.74,5,13.14,8.1
2533,2534,Branch 1,Delhi,Subscriber,Men,Men Footwear,32.99,8,10.56,287.71,08-02-22,10:31,COD,263.96,5,13.2,8.3
2534,2535,Branch 2,Delhi,Non-Subscriber,Men,Men Footwear,23.36,4,3.74,101.87,09-02-22,13:28,COD,93.46,5,4.67,6.1
2535,2536,Branch 3,Kanpur,Subscriber,Unisex,Sunglasses,32.44,6,7.79,212.16,10-02-22,11:36,COD,194.64,5,9.73,7.3
2536,2537,Branch 1,Vishakapatnam,Subscriber,Unisex,Sunglasses,33.09,1,1.32,36.07,11-02-22,11:32,COD,33.09,5,1.65,4.9
2537,2538,Branch 2,Bangalore,Subscriber,Men,Men Footwear,27.21,1,1.09,29.65,12-02-22,11:44,Prepaid,27.21,5,1.36,6.8
2538,2539,Branch 3,Bangalore,Non-Subscriber,Men,Men Footwear,58.76,3,7.05,192.14,13-02-22,17:16,COD,176.28,5,8.81,4.8
2539,2540,Branch 1,Hyderabad,Subscriber,Women,Bags,41.88,5,8.38,228.25,14-02-22,18:43,COD,209.41,5,10.47,5.0
2540,2541,Branch 2,Baroda,Subscriber,Women,Women Footwear,24.12,2,1.93,52.58,15-02-22,11:00,COD,48.24,5,2.41,9.0
2541,2542,Branch 3,Kolkata,Subscriber,Men,Men Footwear,30.95,1,1.24,33.73,16-02-22,10:30,COD,30.95,5,1.55,7.0
2542,2543,Branch 1,Delhi,Subscriber,Unisex,Sunglasses,49.35,3,5.92,161.37,17-02-22,12:14,COD,148.05,5,7.4,4.9
2543,2544,Branch 2,Ghaziabad,Subscriber,Women,Watches,29.11,5,5.82,158.67,18-02-22,16:43,COD,145.57,5,7.28,5.4
2544,2545,Branch 3,Gurgaon,Subscriber,Women,Watches,34.33,1,1.37,37.42,19-02-22,20:40,COD,34.33,5,1.72,9.1
2545,2546,Branch 1,Delhi,Subscriber,Men,Sports Equipment,33.66,3,4.04,110.07,20-02-22,13:40,COD,100.98,5,5.05,4.8
2546,2547,Branch 2,Delhi,Non-Subscriber,Women,Women Apparel,32.99,9,11.88,323.68,21-02-22,16:23,COD,296.95,5,14.85,8.8
2547,2548,Branch 4,Chennai,Subscriber,Men,Watches,30.06,8,9.62,262.12,22-02-22,12:08,COD,240.48,5,12.02,5.9
2548,2549,Branch 1,Bangalore,Subscriber,Women,Bags,31.7,4,5.07,138.22,23-02-22,17:45,COD,126.8,5,6.34,4.1
2549,2550,Branch 4,Bangalore,Subscriber,Men,Watches,35.03,5,7.01,190.93,24-02-22,10:28,COD,175.17,5,8.76,7.2
2550,2551,Branch 3,Chennai,Non-Subscriber,Women,Jewellery,63.86,2,5.11,139.22,25-02-22,20:31,Prepaid,127.73,5,6.39,6.4
2551,2552,Branch 1,Nagpur,Subscriber,Unisex,Sunglasses,49.35,8,15.79,430.33,26-02-22,10:49,COD,394.8,5,19.74,8.8
2552,2553,Branch 2,Kolkata,Non-Subscriber,Women,Women Apparel,29.34,8,9.39,255.87,27-02-22,12:34,COD,234.75,5,11.74,9.6
2553,2554,Branch 3,Lucknow,Subscriber,Women,Women Apparel,26.73,5,5.35,145.66,28-02-22,10:23,COD,133.63,5,6.68,8.5
2554,2555,Branch 1,Gurgaon,Non-Subscriber,Men,Men Footwear,25.9,6,6.22,169.36,01-03-22,18:51,Prepaid,155.38,5,7.77,6.8
2555,2556,Branch 2,Delhi,Subscriber,Men,Men Footwear,31.7,2,2.54,69.11,02-03-22,13:45,COD,63.4,5,3.17,7.6
2556,2557,Branch 3,Delhi,Subscriber,Women,Watches,30.17,1,1.21,32.88,03-03-22,19:38,COD,30.17,5,1.51,9.4
2557,2558,Branch 4,Delhi,Subscriber,Men,Sunglasses,38.94,9,14.02,382.01,04-03-22,20:23,COD,350.47,5,17.52,4.4
2558,2559,Branch 2,Chennai,Non-Subscriber,Men,Men Footwear,33.21,5,6.64,181.0,05-03-22,15:24,COD,166.06,5,8.3,5.5
